220,DSC05908.JPG,24.07338867,120.6586589,270,-2.13,-0.28,-87.51,"[[], 101, 217, 329, 555, 254, 224, 117]"
531,DSC06219.JPG,24.06872152,120.6666992,203,2.6,3.64,-70.19,"[273, 274, 390, 415, [], 492, 443, 533]"
402,DSC06090.JPG,24.06775716,120.6726237,271,2.14,-4.88,-75.96,"[180, [], [], 401, [], 514, 500, 393]"
545,DSC06233.JPG,24.07020671,120.6620443,203,1.96,5.61,-71.27,"[264, 207, 274, 537, [], [], 443, 329]"
415,DSC06103.JPG,24.06836751,120.6680013,270,-2.6,-3.56,-82.61,"[274, 390, 393, 500, 499, [], 492, 531]"
469,DSC06157.JPG,24.06879883,120.6516113,273,2.73,-24.02,103.66,"[463, 347, 474, [], [], [], [], []]"
401,DSC06089.JPG,24.06765137,120.6729329,270,5.22,-10.35,-62.68,"[180, [], [], [], [], 514, 500, 402]"
514,DSC06202.JPG,24.06737467,120.6722493,203,3.34,11.85,-105.56,"[393, 402, [], [], [], [], 500, 390]"
264,DSC05952.JPG,24.07208252,120.6619629,267,2.3,-0.37,98.57,"[[], 207, 273, 537, 545, 329, 558, 217]"
463,DSC06151.JPG,24.07025146,120.6514811,270,1.53,4.73,-84.81,"[354, 347, 558, 474, 469, [], [], []]"
347,DSC06035.JPG,24.07200521,120.6534017,267,1.9,6.43,-85.06,"[7, 251, 345, 443, 474, 463, 351, 128]"
537,DSC06225.JPG,24.06933594,120.664681,203,1.34,2.16,-71.11,"[92, 273, 299, 533, [], 492, 443, 545]"
180,DSC05868.JPG,24.07172852,120.672819,269,4.45,0.96,-78.56,"[[], [], [], [], 402, 393, 185, 167]"
135,DSC05823.JPG,24.07472738,120.6532715,271,0.66,7.5,83.04,"[21, 117, 217, 231, 347, 351, 7, 128]"
101,DSC05789.JPG,24.07513021,120.6607747,267,2.62,1.53,-82.93,"[[], [], 92, 207, 329, 217, 117, 21]"
128,DSC05816.JPG,24.07621257,120.6511882,265,-2.18,-49.62,-106.72,"[[], 21, 117, 7, 354, [], [], []]"
21,DSC05709.JPG,24.07728271,120.6532064,275,2.25,0.4,109.45,"[[], [], 92, 117, 135, 128, [], []]"
77,DSC05765.JPG,24.07416992,120.669222,268,3.08,-0.3,-81.75001,"[[], [], 71, 167, 299, 274, 92, 48]"
443,DSC06131.JPG,24.06942952,120.6586263,268,4.45,6.26,-79.31001,"[555, 329, 545, 492, [], [], 474, 558]"
354,DSC06042.JPG,24.0721639,120.6509277,261,4.63,-34.12,-137.68,"[128, 7, 351, 474, 463, [], [], []]"
117,DSC05805.JPG,24.07577311,120.6551432,268,3.02,0.14,-84.64,"[[], [], 101, 227, 251, 231, 128, 21]"
533,DSC06221.JPG,24.06894938,120.6660156,202,3.25,-4.58,-72.8,"[[], 273, 390, 531, [], 492, 443, 537]"
92,DSC05780.JPG,24.07475586,120.6640137,269,2.73,-0.97,-78.7,"[[], [], 48, 273, 537, 207, 101, []]"
167,DSC05855.JPG,24.0730835,120.6709961,268,2.81,1.71,97.42,"[71, [], [], 180, 185, 299, 92, 77]"
274,DSC05962.JPG,24.07141927,120.667627,266,3.47,0.76,95.1,"[48, 77, 185, 299, 415, 531, 273, 207]"
227,DSC05915.JPG,24.07369385,120.6559896,268,1.22,-0.03,-80.04,"[[], 101, 226, 254, [], 251, 231, 117]"
474,DSC06162.JPG,24.06893311,120.6542806,271,3.92,18.73,88.46,"[345, 558, 443, [], [], [], 469, 463]"
390,DSC06078.JPG,24.06918132,120.6701823,263,4.52,1.1,96.3,"[299, 180, 393, 514, [], 415, 531, 274]"
345,DSC06033.JPG,24.0719401,120.6541341,264,6.55,0.68,-84.48,"[231, 251, 558, 443, 474, 463, 347, 135]"
231,DSC05919.JPG,24.07384033,120.6545736,267,3.3,5.54,-81.79,"[[], 117, 227, 251, 345, 347, [], 135]"
555,DSC06243.JPG,24.07121175,120.6588542,203,2.14,-0.55,-68.49,"[220, 217, 329, 545, 443, 474, 345, 558]"
393,DSC06081.JPG,24.06897786,120.6719564,267,1.27,2.88,93.96,"[167, 180, [], 402, 514, 500, 390, 299]"
217,DSC05905.JPG,24.07325846,120.6597493,268,1.62,3.07,-81.71001,"[[], 101, 207, 264, 329, 555, 220, 117]"
48,DSC05736.JPG,24.07532552,120.6685872,266,4.92,1.82,96.32,"[[], [], [], 77, 274, 273, 92, []]"
273,DSC05961.JPG,24.07148031,120.667041,269,1.06,-2.55,97.89,"[[], 77, 274, 299, 531, 533, 264, 207]"
558,DSC06246.JPG,24.07150472,120.6579264,199,5.15,3.42,-76.87,"[[], 220, 329, 555, [], 474, 345, 254]"
